date,round,total_sale,first_num,first_amount,carry_over,4등 당첨게임 수,5등 당첨게임 수,fourth_fifth_num,log_total_sale,cf_total_sale,cf_total_sale_adjusted
2007-12-15,263.0,39677128000.0,6.0,1551704900,0.0,"50,490","864,303",914793,24.404040737711338,,39677128000.0
2007-12-22,264.0,39783178000.0,7.0,1344889200,0.0,"50,096","840,243",890339,24.406709996572904,,39783178000.0
2007-12-29,265.0,40913922000.0,8.0,1200838575,0.0,"52,966","889,156",942122,24.43473623327327,,40913922000.0
2008-01-05,266.0,41937067000.0,3.0,3207211700,0.0,"58,820","986,495",1045315,24.459435926736784,,41937067000.0
2008-01-12,267.0,41835853000.0,3.0,3257663300,0.0,"55,101","925,922",981023,24.457019536112018,,41835853000.0
2008-01-19,268.0,41213802000.0,7.0,1350954515,0.0,"61,857","969,153",1031010,24.44203903720192,,41213802000.0
2008-01-26,269.0,41357619000.0,5.0,1961399940,0.0,"50,514","866,762",917276,24.44552249779124,,41357619000.0
2008-02-02,270.0,41845351000.0,5.0,1927830060,0.0,"59,807","971,485",1031292,24.457246540495007,,41845351000.0
2008-02-09,271.0,40879633000.0,6.0,1565918150,0.0,"59,418","956,127",1015545,24.433897805306454,,40879633000.0
2008-02-16,272.0,43310674000.0,9.0,1104622800,0.0,"63,219","1,017,199",1080418,24.49166495427767,,43310674000.0
2008-02-23,273.0,42816211000.0,3.0,3339543100,0.0,"56,192","942,078",998270,24.480182629504306,,42816211000.0
2008-03-01,274.0,42631711000.0,4.0,2505085575,0.0,"57,315","923,057",980372,24.475864202972524,,42631711000.0
2008-03-08,275.0,42329813000.0,1.0,10044066900,0.0,"51,657","884,959",936616,24.468757473798803,,42329813000.0
2008-03-15,276.0,42567610000.0,3.0,3312569000,0.0,"59,894","944,192",1004086,24.47435947238682,,42567610000.0
2008-03-22,277.0,41868708000.0,3.0,3272627800,0.0,"55,271","914,243",969514,24.457804559085552,,41868708000.0
2008-03-29,278.0,41088180000.0,3.0,3186530000,0.0,"55,643","922,288",977931,24.438986325845434,,41088180000.0
2008-04-05,279.0,41130542000.0,5.0,1914205320,0.0,"55,421","922,712",978133,24.44001679683107,,41130542000.0
2008-04-12,280.0,40673999000.0,7.0,1355258529,0.0,"53,915","905,130",959045,24.428854880037562,,40673999000.0
2008-04-19,281.0,40800514000.0,6.0,1554683200,0.0,"74,543","970,685",1045228,24.431960516316387,,40800514000.0
2008-04-26,282.0,41051175000.0,7.0,1322052643,0.0,"66,297","1,020,328",1086625,24.43808529606492,,41051175000.0
2008-05-03,283.0,40133316000.0,3.0,3137224600,0.0,"52,989","876,107",929096,24.41547264925924,,40133316000.0
2008-05-10,284.0,39773403000.0,3.0,3117640300,0.0,"50,537","859,700",910237,24.406464259515673,,39773403000.0
2008-05-17,285.0,40364871000.0,3.0,3164370100,0.0,"51,283","872,117",923400,24.421225713950303,,40364871000.0
2008-05-24,286.0,40944483000.0,3.0,3236566300,0.0,"48,857","857,882",906739,24.4354829128945,,40944483000.0
2008-05-31,287.0,40623489000.0,7.0,1328657100,0.0,"60,597","962,149",1022746,24.42761228305845,,40623489000.0
2008-06-07,288.0,39970134000.0,4.0,2357261550,0.0,"50,246","853,998",904244,24.41139836217841,,39970134000.0
2008-06-14,289.0,39406643000.0,0.0,0,0.0,"52,281","880,103",932384,24.397200243099146,,39406643000.0
2008-06-21,290.0,80362302000.0,13.0,2149214424,1.0,"106,752","1,783,529",1890281,25.109811022575435,39819697356.68265,39819697356.68265
2008-06-28,291.0,44143418000.0,7.0,1450585200,0.0,"62,513","1,029,643",1092156,24.510709670209746,,44143418000.0
2008-07-05,292.0,43394631000.0,14.0,720373950,0.0,"66,893","977,718",1044611,24.493601560722677,,43394631000.0
2008-07-12,293.0,42399708000.0,6.0,1656764400,0.0,"61,059","926,442",987501,24.470407312368156,,42399708000.0
2008-07-19,294.0,41563813000.0,4.0,2406504975,0.0,"56,795","947,708",1004503,24.450495745840943,,41563813000.0
2008-07-26,295.0,42248135000.0,0.0,0,0.0,"55,376","950,380",1005756,24.466826047763472,,42248135000.0
2008-08-02,296.0,63377899000.0,8.0,3066088275,1.0,"89,945","1,435,988",1525933,24.872381041401297,42954906371.165794,42954906371.165794
2008-08-09,297.0,43641475000.0,2.0,5056668750,0.0,"61,258","993,035",1054293,24.499273796606825,,43641475000.0
2008-08-16,298.0,43151675000.0,1.0,9909778500,0.0,"63,561","1,011,908",1075469,24.487987071798923,,43151675000.0
2008-08-23,299.0,44463909000.0,7.0,1483772529,0.0,"58,114","984,255",1042369,24.51794366334497,,44463909000.0
2008-08-30,300.0,44465047000.0,12.0,836092425,0.0,"70,193","1,102,135",1172328,24.517969256808588,,44465047000.0
2008-09-06,301.0,44377177000.0,7.0,1447385015,0.0,"65,756","1,060,486",1126242,24.515991142693558,,44377177000.0
2008-09-13,302.0,46382605000.0,2.0,5472167250,0.0,"59,455","990,149",1049604,24.560190333647576,,46382605000.0
2008-09-20,303.0,42841760000.0,6.0,1672749000,0.0,"56,266","938,678",994944,24.48077916478198,,42841760000.0
2008-09-27,304.0,43158653000.0,6.0,1661646150,0.0,"62,096","992,573",1054669,24.488148767396122,,43158653000.0
2008-10-04,305.0,43960659000.0,5.0,2008210140,0.0,"66,162","1,049,049",1115211,24.50656095727029,,43960659000.0
2008-10-11,306.0,44421462000.0,5.0,2102669520,0.0,"56,687","937,697",994384,24.516988567973275,,44421462000.0
2008-10-18,307.0,43880990000.0,4.0,2587643250,0.0,"59,400","937,908",997308,24.504747033630384,,43880990000.0
2008-10-25,308.0,43339416000.0,1.0,10232872800,0.0,"53,749","922,984",976733,24.492328358113813,,43339416000.0
2008-11-01,309.0,44157528000.0,11.0,901622946,0.0,"69,125","1,109,802",1178927,24.51102925908754,,44157528000.0
2008-11-08,310.0,43718082000.0,8.0,1296713325,0.0,"53,956","913,906",967862,24.501027629210085,,43718082000.0
2008-11-15,311.0,43209215000.0,8.0,1237691063,0.0,"64,780","1,020,412",1085192,24.48931961963428,,43209215000.0
2008-11-22,312.0,42255391000.0,15.0,629017820,0.0,"91,934","1,080,450",1172384,24.466997780242846,,42255391000.0
2008-11-29,313.0,43672096000.0,6.0,1715422800,0.0,"55,743","936,364",992107,24.499975199628253,,43672096000.0
2008-12-06,314.0,42328094000.0,6.0,1660512200,0.0,"54,892","911,785",966677,24.468716863297995,,42328094000.0
2008-12-13,315.0,44339180000.0,8.0,1308728625,0.0,"56,207","943,975",1000182,24.51513454750394,,44339180000.0
2008-12-20,316.0,44073768000.0,6.0,1673586400,0.0,"68,356","1,060,204",1128560,24.509130612485727,,44073768000.0
2008-12-27,317.0,44135114000.0,4.0,2576258550,0.0,"57,565","978,500",1036065,24.5105215383993,,44135114000.0
2009-01-03,318.0,46663728000.0,9.0,1207436600,0.0,"64,077","1,044,063",1108140,24.566232997476252,,46663728000.0
2009-01-10,319.0,45435183000.0,5.0,2135659380,0.0,"59,490","984,086",1043576,24.539552597817536,,45435183000.0
2009-01-17,320.0,46659886000.0,2.0,5513067900,0.0,"57,061","990,610",1047671,24.56615066033054,,46659886000.0
2009-01-24,321.0,50617982000.0,6.0,1959136100,0.0,"68,791","1,143,526",1212317,24.647572725602988,,50617982000.0
2009-01-31,322.0,48948294000.0,6.0,1904544700,0.0,"67,829","1,085,740",1153569,24.614030353425907,,48948294000.0
2009-02-07,323.0,49209477000.0,8.0,1461025388,0.0,"60,796","1,024,880",1085676,24.619352063846666,,49209477000.0
2009-02-14,324.0,47988317000.0,6.0,1865130350,0.0,"62,473","1,068,571",1131044,24.594223422395395,,47988317000.0
2009-02-21,325.0,46636979000.0,6.0,1806122450,0.0,"62,629","1,051,453",1114082,24.565659604163532,,46636979000.0
2009-02-28,326.0,47224551000.0,6.0,1832134550,0.0,"64,087","1,058,186",1122273,24.578179742612768,,47224551000.0
2009-03-07,327.0,45791560000.0,12.0,882674750,0.0,"63,599","1,048,457",1112056,24.54736563160902,,45791560000.0
2009-03-14,328.0,47316988000.0,6.0,1819795900,0.0,"66,590","1,092,107",1158697,24.58013522229786,,47316988000.0
2009-03-21,329.0,47198504000.0,6.0,1830391200,0.0,"62,711","1,059,068",1121779,24.577628034120373,,47198504000.0
2009-03-28,330.0,45859496000.0,9.0,1162280200,0.0,"69,225","1,099,109",1168334,24.548848124346307,,45859496000.0
2009-04-04,331.0,46641467000.0,5.0,2165902620,0.0,"64,617","1,054,309",1118926,24.565755832181814,,46641467000.0
2009-04-11,332.0,46042557000.0,8.0,1359448388,0.0,"59,833","979,060",1038893,24.55283195791991,,46042557000.0
2009-04-18,333.0,46019070000.0,7.0,1550987143,0.0,"59,991","982,937",1042928,24.55232171274448,,46019070000.0
2009-04-25,334.0,44439656000.0,7.0,1523002972,0.0,"52,311","890,292",942603,24.517398060913802,,44439656000.0
2009-05-02,335.0,43977478000.0,5.0,2037492480,0.0,"60,578","1,001,927",1062505,24.506943476181398,,43977478000.0
2009-05-09,336.0,43069333000.0,6.0,1685632650,0.0,"54,887","935,668",990555,24.486077049475053,,43069333000.0
2009-05-16,337.0,43432467000.0,8.0,1257500513,0.0,"59,392","989,912",1049304,24.494473085932352,,43432467000.0
2009-05-23,338.0,43136020000.0,3.0,3383431000,0.0,"54,492","930,171",984663,24.487624215885997,,43136020000.0
2009-05-30,339.0,42035640000.0,9.0,1096778334,0.0,"54,545","913,229",967774,24.461783666825166,,42035640000.0
2009-06-06,340.0,42892121000.0,7.0,1439393186,0.0,"56,209","930,628",986837,24.48195398633922,,42892121000.0
2009-06-13,341.0,44722448000.0,7.0,1497207772,0.0,"58,756","978,760",1037516,24.523741404903273,,44722448000.0
2009-06-20,342.0,43782188000.0,3.0,3454095800,0.0,"56,149","924,123",980272,24.50249290495083,,43782188000.0
2009-06-27,343.0,43656460000.0,6.0,1717153000,0.0,"53,794","931,340",985134,24.49961710369988,,43656460000.0
2009-07-04,344.0,43838886000.0,7.0,1467106543,0.0,"56,496","960,640",1017136,24.503787068679376,,43838886000.0
2009-07-11,345.0,43530937000.0,2.0,5203577550,0.0,"50,722","884,042",934764,24.49673771766374,,43530937000.0
2009-07-18,346.0,42862389000.0,5.0,2017727340,0.0,"54,509","923,360",977869,24.481260565055806,,42862389000.0
2009-07-25,347.0,44219740000.0,7.0,1456624286,0.0,"63,761","1,023,184",1086945,24.51243713266598,,44219740000.0
2009-08-01,348.0,42786310000.0,3.0,3299994000,0.0,"65,694","978,637",1044331,24.479484028555017,,42786310000.0
2009-08-08,349.0,43433870000.0,3.0,3353209000,0.0,"59,338","990,178",1049516,24.49450538843407,,43433870000.0
2009-08-15,350.0,42681094000.0,9.0,1101052467,0.0,"57,420","964,952",1022372,24.47702189566626,,42681094000.0
2009-08-22,351.0,43947492000.0,4.0,2583357150,0.0,"55,472","950,273",1005745,24.50626139460292,,43947492000.0
2009-08-29,352.0,44719545000.0,6.0,1732858250,0.0,"58,931","1,006,238",1065169,24.52367649132289,,44719545000.0
2009-09-05,353.0,44552925000.0,2.0,5290838250,0.0,"54,217","928,067",982284,24.51994364527359,,44552925000.0
2009-09-12,354.0,44709689000.0,5.0,2124464340,0.0,"54,318","930,195",984513,24.523456071229838,,44709689000.0
2009-09-19,355.0,45017050000.0,5.0,2145424800,0.0,"54,130","925,997",980127,24.53030714384535,,45017050000.0
2009-09-26,356.0,44684958000.0,9.0,1157185267,0.0,"61,162","996,940",1058102,24.5229027718666,,44684958000.0
2009-10-03,357.0,45232409000.0,2.0,5313394350,0.0,"56,547","980,978",1037525,24.535079680127723,,45232409000.0
2009-10-10,358.0,45651829000.0,3.0,3472654900,0.0,"68,247","1,092,528",1160775,24.544309508902195,,45651829000.0
2009-10-17,359.0,45288256000.0,8.0,1286712600,0.0,"73,283","1,097,592",1170875,24.536313586376327,,45288256000.0
2009-10-24,360.0,45719032000.0,3.0,3566716200,0.0,"60,311","1,005,187",1065498,24.54578050329543,,45719032000.0
2009-10-31,361.0,45062676000.0,7.0,1473115115,0.0,"67,347","1,068,999",1136346,24.5313201576705,,45062676000.0
2009-11-07,362.0,44336363000.0,6.0,1729424650,0.0,"56,798","974,787",1031585,24.515071012510962,,44336363000.0
2009-11-14,363.0,44863948000.0,4.0,2615910600,0.0,"59,672","998,514",1058186,24.526900369299376,,44863948000.0
2009-11-21,364.0,44192004000.0,4.0,2531914800,0.0,"63,195","1,043,314",1106509,24.51180970468741,,44192004000.0
2009-11-28,365.0,45806066000.0,1.0,10697716800,0.0,"62,472","1,014,701",1077173,24.547682364711278,,45806066000.0
2009-12-05,366.0,45962166000.0,2.0,5351553900,0.0,"71,467","1,028,514",1099981,24.551084416753817,,45962166000.0
2009-12-12,367.0,46459307000.0,7.0,1581736586,0.0,"55,158","955,212",1010370,24.561842648120606,,46459307000.0
2009-12-19,368.0,43746046000.0,7.0,1465825115,0.0,"57,581","954,346",1011927,24.501667068522917,,43746046000.0
2009-12-26,369.0,46716275000.0,6.0,1842177750,0.0,"59,383","987,272",1046655,24.567358441979533,,46716275000.0
2010-01-02,370.0,49762652000.0,7.0,1678941943,0.0,"60,549","1,058,734",1119283,24.630530579777098,,49762652000.0
2010-01-09,371.0,45843166000.0,7.0,1524130543,0.0,"62,102","1,028,012",1090114,24.548491973285554,,45843166000.0
2010-01-16,372.0,46167066000.0,9.0,1192593200,0.0,"62,564","1,038,927",1101491,24.55553252368778,,46167066000.0
2010-01-23,373.0,47095065000.0,4.0,2791801125,0.0,"57,659","987,105",1044764,24.575434055409218,,47095065000.0
2010-01-30,374.0,48081319000.0,2.0,5528717850,0.0,"69,786","1,122,320",1192106,24.596159560241333,,48081319000.0
